"","AvgSalary","City","Company","Designation","lat","lng","Max.Salary","Min.Salary","Source","State","Title"
"2187",NA,"Los Angeles","Divergent 3D","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","additive materials and process scientist"
"2188",NA,"Los Angeles","Investigative Company","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","research analyst"
"2189",NA,"Los Angeles","Heluna Health","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","research analyst, hiv incidence surveillance"
"2190",NA,"Los Angeles","Dealmoon","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","data analysis engineer"
"2191",NA,"Los Angeles","Talent & Acquisition LLC","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2192",NA,"Los Angeles","Cedars-Sinai","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","postdoctoral scientist (immunology)"
"2193",NA,"Los Angeles","Grifols","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","principal scientist 1"
"2194",NA,"Los Angeles","Cedars-Sinai","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","project scientist"
"2195",NA,"Los Angeles","Fox Networks Group","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","senior data scientist"
"2196",NA,"Los Angeles","Lab Pros","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","director of assay development"
"2197",NA,"Los Angeles","Burns & McDonnell","Other",34.114,-118.4068,NA,NA,"Indeed","CA","commercial construction market leader â global facilities"
"2198",NA,"Los Angeles","LabCorp","Data Technician",34.114,-118.4068,NA,NA,"Indeed","CA","cls technologist (2nd shift)"
"2199",NA,"Los Angeles","Smarkets","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","front-end software engineer"
"2200",NA,"Los Angeles","Whiz Finder Corporation","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","senior medical writer/scientist"
"2201",NA,"Los Angeles","Gossamer Bio","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","study director / clinical research scientist"
"2202",NA,"Los Angeles","Operam, Inc","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","director, media business development & sales"
"2203",NA,"Los Angeles","Kleinfelder, Inc.","Other",34.114,-118.4068,NA,NA,"Indeed","CA","environmental site assessment and remediation staff professional"
"2204",NA,"Los Angeles","Camden Kelly Corporation","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","machine learning engineer â build large, cloud based ml systems"
"2205",NA,"Los Angeles","Olympia Medical Center","Data Assistant",34.114,-118.4068,NA,NA,"Indeed","CA","laboratory assistant (per diem)"
"2206",NA,"Los Angeles","Children's Hospital Los Angeles","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","sr. systems analyst - bioinformatics"
"2207",NA,"Los Angeles","ZestFinance","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","principal engineer"
"2208",NA,"Los Angeles","Engage Partners","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","epic research orders analyst"
"2209",NA,"Los Angeles","Pfizer Inc.","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","associate director, early clinical development, biostatistics"
"2210",NA,"Los Angeles","Gossamer Bio","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","clinical research scientist (aka study director)"
"2211",NA,"Los Angeles","The Boston Consulting Group","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","analytics expert, team manager - automation & programming"
"2212",NA,"Los Angeles","City National Bank","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","lead digital program manager"
"2213",NA,"Los Angeles","Neural Analytics","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","director of quality assurance and regulatory affairs"
"2214",NA,"Los Angeles","ZestFinance","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","senior software engineer"
"2215",NA,"Los Angeles","Payette Group","Research Analyst/Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","machine learning engineer & researcher"
"2216",NA,"Los Angeles","CDK Global","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","digital advertising sales manager - west region"
"2217",NA,"Los Angeles","BuzzFeed","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","senior software engineer, ads"
"2218",NA,"Los Angeles","Cedars-Sinai","Data Assistant",34.114,-118.4068,NA,NA,"Indeed","CA","medical lab assistant - per diem"
"2219",NA,"Los Angeles","City National Bank","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","lead digital delivery manager"
"2220",NA,"Los Angeles","BuzzFeed","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","manager, video sales specialist"
"2221",NA,"Los Angeles","Harnham","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","director, digital media analytics"
"2222",NA,"Los Angeles","Virgin Hyperloop One","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","senior software engineer, modeling & simulation"
"2223",NA,"Los Angeles","ZestFinance","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","senior technical product manager"
"2224",NA,"Los Angeles","Clear Story Data","Other",34.114,-118.4068,NA,NA,"Indeed","CA","senior sales account executive"
"2225",NA,"Los Angeles","Olympia Medical Center","Other",34.114,-118.4068,NA,NA,"Indeed","CA","general lab supervisor - per diem"
"2226",NA,"Los Angeles","Smarkets","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","senior front-end software engineer, los angeles"
"2227",NA,"Los Angeles","Nielsen","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","manager, software engineering"
"2228",NA,"Los Angeles","Pray","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2229",NA,"Los Angeles","HIRECLOUT","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2230",NA,"Los Angeles","Adecco","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","manager, scientific communications"
"2231",NA,"Los Angeles","Assembly","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2232",NA,"Los Angeles","SAP","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2233",NA,"Los Angeles","DeepCurrent Technologies, Inc.","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2234",NA,"Los Angeles","Conversion Logic","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2235",NA,"Los Angeles","Honey","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","senior data scientist"
"2236",NA,"Los Angeles","GOAT","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2237",NA,"Los Angeles","Cedars-Sinai","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2238",NA,"Los Angeles","Internet Brands","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2239",NA,"Los Angeles","Factual","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","associate data scientist"
"2240",NA,"Los Angeles","Google","Research Analyst/Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","student research collaboration"
"2241",NA,"Los Angeles","ZestFinance","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist, machine learning"
"2242",NA,"Los Angeles","Lieberman Research Worldwide","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2243",NA,"Los Angeles","Taboola","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","sr. data scientist"
"2244",NA,"Los Angeles","Netflix","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","senior data scientist"
"2245",NA,"Los Angeles","Joymode","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2246",NA,"Los Angeles","AXS Group LLC","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2247",NA,"Los Angeles","AI/IoT/Blockchain NewCo","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist, artificial intelligence"
"2248",NA,"Los Angeles","Uptown Treehouse","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","data analyst"
"2249",NA,"Los Angeles","Harnham","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist"
"2250",NA,"Los Angeles","Pfizer Inc.","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","clinical data scientist (manager) [mandarin proficiency preferred]"
"2251",NA,"Los Angeles","Ranker","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","sr. data scientist"
"2252",NA,"Los Angeles","Neilson Financial Services","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","senior analytics & data scientist"
"2253",NA,"Los Angeles","true[x]","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","sr. data scientist"
"2254",NA,"Los Angeles","Loomly","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","machine learning engineer"
"2255",NA,"Los Angeles","UtopiaCompression Corporation","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","machine learning ai scientist"
"2256",NA,"Los Angeles","Qulab Inc.","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","research scientist - machine learning"
"2257",NA,"Los Angeles","ZestFinance","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","lead data scientist"
"2258",NA,"Los Angeles","Oath Inc","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","sr principal data scientist - vdms"
"2259",NA,"Los Angeles","Capital Group","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","senior data scientist"
"2260",NA,"Los Angeles","Voxelcloud","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","deep learning scientist"
"2261",NA,"Los Angeles","KPMG","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","manager - cognitive data scientist natural language processing"
"2262",NA,"Los Angeles","JLL","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","research data analyst"
"2263",NA,"Los Angeles","USC","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","computer scientist"
"2264",NA,"Los Angeles","Riot Games","Research Analyst/Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","researcher"
"2265",NA,"Los Angeles","UCLA David Geffen School of Medicine","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","project scientist"
"2266",NA,"Los Angeles","Cedars-Sinai","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","project scientist: drug development"
"2267",NA,"Los Angeles","The Boston Consulting Group","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","analyst - big data development"
"2268",NA,"Los Angeles","Los Angeles Universal Preschool","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","research analyst"
"2269",NA,"Los Angeles","Kelton Global","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","analyst, qualitative research"
"2270",NA,"Los Angeles","Virgin Hyperloop One","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","data engineer"
"2271",NA,"Los Angeles","Talent & Acquisition LLC","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","research scientist - analog/mixed signal integrated circuits"
"2272",NA,"Los Angeles","HONK","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data science - marketplace optimization & forecast"
"2273",NA,"Los Angeles","GB HealthWatch","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","bioinformatics scientist"
"2274",NA,"Los Angeles","Harnham","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist, marketing - ecommerce"
"2275",NA,"Los Angeles","Riot Games","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","technical data analyst"
"2276",NA,"Los Angeles","Cushman & Wakefield","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","research analyst"
"2277",NA,"Los Angeles","Exponent","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","human factors scientist"
"2278",NA,"Los Angeles","Riot Games","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","engineering leadership - data engineering"
"2279",NA,"Los Angeles","Velocity","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","machine learning engineer"
"2280",NA,"Los Angeles","Grindr","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","product data analyst"
"2281",NA,"Los Angeles","Google","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","software engineer, machine learning"
"2282",NA,"Los Angeles","Los Angeles County Department of Human Resources","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","research analyst ii, behavioral sciences"
"2283",NA,"Los Angeles","NRG- A Stagwell Company","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","entertainment research analyst"
"2284",NA,"Los Angeles","MUSEUM ASSOCIATES","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","development research analyst"
"2285",NA,"Los Angeles","Cedars-Sinai","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","project scientist: functional genomics"
"2286",NA,"Los Angeles","JBCConnect","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","marketing data scientist"
"2287",NA,"Los Angeles","Riot Games","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","analyst"
"2288",NA,"Los Angeles","Imagining Human","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","scientific research associate (sra)"
"2289",NA,"Los Angeles","Cedars-Sinai","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","project scientist (immunology)"
"2290",NA,"Los Angeles","Netflix","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","senior machine learning scientist"
"2291",NA,"Los Angeles","Imbellus","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","senior learning scientist"
"2292",NA,"Los Angeles","Harnham","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","senior data scientist"
"2293",NA,"Los Angeles","Volunteers of America Los Angeles","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","research analyst"
"2294",NA,"Los Angeles","THC Design","Data Technician",34.114,-118.4068,NA,NA,"Indeed","CA","cannabis tissue culture technician"
"2295",NA,"Los Angeles","The Expert Institute","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","research analyst"
"2296",NA,"Los Angeles","The Camstoll Group","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","open source research analyst"
"2297",NA,"Los Angeles","The Camstoll Group","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","farsi open source research analyst"
"2298",NA,"Los Angeles","UCLA","Data Assistant",34.114,-118.4068,NA,NA,"Indeed","CA","divisional assistant"
"2299",NA,"Los Angeles","Twitter","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","research analyst"
"2300",NA,"Los Angeles","Otis College of Art and Design","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","part-time research analyst (fixed-term)"
"2301",NA,"Los Angeles","Southern California Gas Company","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","operations research analyst"
"2302",NA,"Los Angeles","Fox Networks Digital Consumer Group","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","director data science"
"2303",NA,"Los Angeles","General Assembly","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data science instructor"
"2304",NA,"Los Angeles","California Rehabilitation Institute","Other",34.114,-118.4068,NA,NA,"Indeed","CA","quality & data analysis coordinator"
"2305",NA,"Los Angeles","Cedars-Sinai","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","postdoctoral scientist - biophysics, bioengineering"
"2306",NA,"Los Angeles","STRIVR","Other",34.114,-118.4068,NA,NA,"Indeed","CA","immersive content specialist"
"2307",NA,"Los Angeles","Heed Foods","Data Technician",34.114,-118.4068,NA,NA,"Indeed","CA","technical marketing specialist"
"2308",NA,"Los Angeles","USC","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","quantitative analyst, health research microsimulation"
"2309",NA,"Los Angeles","Eurofins VRL, Inc.","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","clinical histocompatibility scientist trainee"
"2310",NA,"Los Angeles","Heed Foods","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","content marketing manager"
"2311",NA,"Los Angeles","Voxelcloud","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","deep learning engineer"
"2312",NA,"Los Angeles","Harnham","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist, marketing - fast growth ecommerce"
"2313",NA,"Los Angeles","Cedars-Sinai Medical Center","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","postdoctoral scientist - biophysics and bioengineering"
"2314",NA,"Los Angeles","Rally Health","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","bi analyst (real appeal- tableau)"
"2315",NA,"Los Angeles","NRG- A Stagwell Company","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","market research analyst, tv content strategy"
"2316",NA,"Los Angeles","BuzzFeed","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","business analyst"
"2317",NA,"Los Angeles","ZestFinance","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","director, data science"
"2318",NA,"Los Angeles","DCS Corp","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","research analyst"
"2319",NA,"Los Angeles","Cedars-Sinai","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","postdoctoral scientist (telomerase biology)"
"2320",NA,"Los Angeles","USC","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","mis director"
"2321",NA,"Los Angeles","STRIVR","Other",34.114,-118.4068,NA,NA,"Indeed","CA","post production supervisor"
"2322",NA,"Los Angeles","MUFG","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","model risk quantitative analyst"
"2323",NA,"Los Angeles","iHeartMedia, Inc.","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","sr. research analyst"
"2324",NA,"Los Angeles","Conviva","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","solutions analyst"
"2325",NA,"Los Angeles","The Boston Consulting Group","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","senior analyst - data visualization"
"2326",NA,"Los Angeles","The Boston Consulting Group","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","analyst - automation & programming"
"2327",NA,"Los Angeles","Conversion Logic","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","director, customer success"
"2328",NA,"Los Angeles","Cedars-Sinai","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","project scientist (per diem)"
"2329",NA,"Los Angeles","Cedars-Sinai Medical Center","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","postdoctoral scientist - biophotonics"
"2330",NA,"Los Angeles","ZestFinance","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","machine learning engineer"
"2331",NA,"Los Angeles","Conversion Logic","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","junior software engineer"
"2332",NA,"Los Angeles","Kantar Millward Brown","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","market research analyst"
"2333",NA,"Los Angeles","The Camstoll Group","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","russian open source research analyst"
"2334",NA,"Los Angeles","Cedars-Sinai Medical Center","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","postdoctoral scientist - alzheimer"
"2335",NA,"Los Angeles","Career Movement","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","sr. data scientist needed in westwood (120k â 150k doe)"
"2336",NA,"Los Angeles","USC","Research Analyst/Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","postdoctoral scholar - research associate"
"2337",NA,"Los Angeles","The Boston Consulting Group","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","senior analyst - data science"
"2338",NA,"Los Angeles","Cedars-Sinai Medical Center","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","postdoctoral scientist - stroke therapy"
"2339",NA,"Los Angeles","LT","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","machine learning engineer"
"2340",NA,"Los Angeles","Neustar, Inc.","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","manager, data strategy"
"2341",NA,"Los Angeles","Netflix","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","senior data visualization engineer, finance analytics"
"2342",NA,"Los Angeles","UCLA","Other",34.114,-118.4068,NA,NA,"Indeed","CA","academic personnel specialist"
"2343",NA,"Los Angeles","The Boston Consulting Group","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","analytics expert, team manager - data visualization"
"2344",NA,"Los Angeles","Nielsen","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","sr. data analyst"
"2345",NA,"Los Angeles","ICF","Research Analyst/Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","research assistant - family self-sufficiency"
"2346",NA,"Los Angeles","Conversion Logic","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","senior software engineer"
"2347",NA,"Los Angeles","Olympia Medical Center","Full Stack Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","general lab supervisor - full time"
"2348",NA,"Los Angeles","Rincon Consultants, Inc.","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","mid-level environmental compliance manager"
"2349",NA,"Los Angeles","The Boston Consulting Group","Other",34.114,-118.4068,NA,NA,"Indeed","CA","namr recruiting lead - gamma"
"2350",NA,"Los Angeles","Neilson Financial Services, USA","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","acquisition marketing manager"
"2351",NA,"Los Angeles","Marcus & Associates","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","research analyst"
"2352",NA,"Los Angeles","The Wonderful Company LLC","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","sr. ecommerce marketing analyst"
"2353",NA,"Los Angeles","Science 37","Other",34.114,-118.4068,NA,NA,"Indeed","CA","vice president of marketing and community"
"2354",NA,"Los Angeles","The Boston Consulting Group","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","lead analyst - predictive"
"2355",NA,"Los Angeles","Cedars-Sinai Medical Center","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","postdoctoral scientist - optical physics , biophotonics"
"2356",NA,"Los Angeles","USC","Data Technician",34.114,-118.4068,NA,NA,"Indeed","CA","engineering technician i"
"2357",NA,"Los Angeles","Neural Analytics","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","principal software engineer"
"2358",NA,"Los Angeles","Cedars-Sinai","Research Analyst/Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","research lab assistant i (per diem)"
"2359",NA,"Los Angeles","The Boston Consulting Group","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","lead analyst - optimization"
"2360",NA,"Los Angeles","Greenlots","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","full stack analytics engineer"
"2361",NA,"Los Angeles","Cedars-Sinai","Research Analyst/Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","research associate ii"
"2362",NA,"Los Angeles","Imbellus","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","technical product manager"
"2363",NA,"Los Angeles","FabFitFun","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","sr. research analyst, consumer insights marketing"
"2364",NA,"Los Angeles","USC","Data Assistant",34.114,-118.4068,NA,NA,"Indeed","CA","assistant professor of neurology (tenure-track)"
"2365",NA,"Los Angeles","Rincon Consultants, Inc.","Other",34.114,-118.4068,NA,NA,"Indeed","CA","seasonal environmental compliance monitor and arborist"
"2366",NA,"Los Angeles","ZestFinance","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","strategy engagement manager"
"2367",NA,"Los Angeles","Milacron LLC","Data Technician",34.114,-118.4068,NA,NA,"Indeed","CA","technical sales representative - cimcool"
"2368",NA,"Los Angeles","Cedars-Sinai","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","postdoctoral scientist (molecular mechanism of cancer)"
"2369",NA,"Los Angeles","Cedars-Sinai","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","technical manager"
"2370",NA,"Los Angeles","International Information Technology Team, Inc.","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","data scientist / machine learning engineer"
"2371",NA,"Los Angeles","The Camstoll Group","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","korean speaking open source research analyst"
"2372",NA,"Los Angeles","ZestFinance","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","senior business analyst"
"2373",NA,"Los Angeles","Anton Paar","Data Technician",34.114,-118.4068,NA,NA,"Indeed","CA","associate technical sales representative"
"2374",NA,"Los Angeles","BuzzFeed","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","senior finance analyst"
"2375",NA,"Los Angeles","BuzzFeed","Other",34.114,-118.4068,NA,NA,"Indeed","CA","sr. media planner (los angeles)"
"2376",NA,"Los Angeles","Cedars-Sinai","Research Analyst/Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","research associate iii (lab management)"
"2377",NA,"Los Angeles","Smarkets","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","software engineer, los angeles"
"2378",NA,"Los Angeles","Olympia Medical Center","Data Assistant",34.114,-118.4068,NA,NA,"Indeed","CA","laboratory assistant (pm)"
"2379",NA,"Los Angeles","BuzzFeed","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","sr. client services manager"
"2380",NA,"Los Angeles","Oath Inc","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","front end engineer"
"2381",NA,"Los Angeles","USC","Research Analyst/Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","senior research associate"
"2382",NA,"Los Angeles","BrainWorks","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","marketing scientist"
"2383",NA,"Los Angeles","Talent & Acquisition LLC","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","senior business analyst"
"2384",NA,"Los Angeles","ZestFinance","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","associate technical product manager"
"2385",NA,"Los Angeles","Freestar","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","technical account manager (adops)"
"2386",NA,"Los Angeles","The Boston Consulting Group","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","analytics expert, team manager - predictive"
"2387",NA,"Los Angeles","Operam, Inc","Data Developer",34.114,-118.4068,NA,NA,"Indeed","CA","senior vice president, business development & sales"
"2388",NA,"Los Angeles","HDR","Other",34.114,-118.4068,NA,NA,"Indeed","CA","digital design leader for bim content"
"2389",NA,"Los Angeles","Neural Analytics","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","software engineering manager"
"2390",NA,"Los Angeles","Nielsen","Data Analyst",34.114,-118.4068,NA,NA,"Indeed","CA","sr. product analyst"
"2391",NA,"Los Angeles","Thermo Fisher Scientific","Data Manager",34.114,-118.4068,NA,NA,"Indeed","CA","sr. product manager- uv/visible spectroscopy"
"2392",NA,"Los Angeles","UCLA","Data Director",34.114,-118.4068,NA,NA,"Indeed","CA","assistant director of annual giving, health sciences development"
"2393",NA,"Los Angeles","BuzzFeed","Other",34.114,-118.4068,NA,NA,"Indeed","CA","client services coordinator (los angeles)"
"2394",NA,"Los Angeles","USC","Data Assistant",34.114,-118.4068,NA,NA,"Indeed","CA","administrative assistant"
"2395",NA,"Los Angeles","USC","Data Technician",34.114,-118.4068,NA,NA,"Indeed","CA","technical project specialist"
"2396",NA,"Los Angeles","Langan Engineering and Environmental Services, Inc.","Data Scientist",34.114,-118.4068,NA,NA,"Indeed","CA","environmental scientist, geologist, or environmental engineer - 2 to 4 years experience"
"2397",NA,"Los Angeles","INTERA","Data Engineer",34.114,-118.4068,NA,NA,"Indeed","CA","water resources engineer"
