"","AvgSalary","City","Company","Designation","lat","lng","Max.Salary","Min.Salary","Source","State","Title"
"6058",NA,"South San Francisco","Bioverativ Therapeutics Inc","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","associate scientist iii - complement biology department"
"6059",NA,"South San Francisco","Counsyl","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","computational biologist, data science research"
"6060",NA,"South San Francisco","Genentech","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","scientist, oncology biomarker development"
"6061",NA,"San Francisco","Noodle.ai","Other",37.7561,-122.4429,NA,NA,"Indeed","CA","principal, client services"
"6062",NA,"San Francisco","Google","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","software engineer, arcore"
"6063",NA,"San Francisco Bay Area","Crunch Data","Machine Learning Engineer",NA,NA,NA,NA,"Indeed","CA","pyspark / machine learning (ml) expert"
"6064",NA,"Redwood City","Bristol-Myers Squibb","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","research associate scientist"
"6065",NA,"San Francisco","Samba TV","Other",37.7561,-122.4429,NA,NA,"Indeed","CA","global head of product"
"6066",NA,"San Francisco","KPMG","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","manager, tax ignition (data analytics)"
"6067",NA,"Oakland","SnapStrat","Data Manager",37.7903,-122.2165,NA,NA,"Indeed","CA","product manager"
"6068",NA,"Oakland","Blue Bottle Coffee","Other",37.7903,-122.2165,NA,NA,"Indeed","CA","cafe recruiter"
"6069",NA,"San Francisco","Microsoft","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","software engineer"
"6070",NA,"San Francisco","LendingClub","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","product manager"
"6071",NA,"San Francisco","JUUL Labs","Other",37.7561,-122.4429,NA,NA,"Indeed","CA","cs success specialist i"
"6072",NA,"San Francisco","NGM Biopharmaceuticals","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","principal scientist/associate director - preclinical pharmacokinetics"
"6073",NA,"San Francisco","Wish","Data Analyst",37.7561,-122.4429,NA,NA,"Indeed","CA","business analyst, logistics"
"6074",NA,"San Francisco","JUUL Labs","Other",37.7561,-122.4429,NA,NA,"Indeed","CA","clinical project associate"
"6075",NA,"San Francisco","Redfish Technology - High Tech Executive Recruiters","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","data scientist - social video platform"
"6076",NA,"San Francisco","CircleUp","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","software engineer, data"
"6077",NA,"Foster City","Eurofins Lancaster Laboratories Professional Scientific Services, LLC","Data Scientist",37.5553,-122.2659,NA,NA,"Indeed","CA","quality control scientist"
"6078",NA,"San Francisco","Credit Karma","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","partner decision science associate"
"6079",NA,"Oakland","Pandora Media, Inc.","Data Scientist",37.7903,-122.2165,NA,NA,"Indeed","CA","senior scientist, content science"
"6080",NA,"Menlo Park","Exponent","Other",37.4689,-122.1662,NA,NA,"Indeed","CA","associate, battery specialist"
"6081",NA,"San Francisco","Payette Group","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","data scientist // algorithm engineer"
"6082",NA,"San Francisco","Ultimate Software","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director, data strategy and product"
"6083",NA,"San Rafael","Autodesk","Data Analyst",37.9905,-122.5222,NA,NA,"Indeed","CA","business analyst"
"6084",NA,"San Francisco","Capella Space","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director of product"
"6085",NA,"San Francisco","ThoughtWorks","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","lead data engineer"
"6086",NA,"San Francisco","Optimizely","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","software engineer, data services"
"6087",NA,"San Francisco","Stantec","Other",37.7561,-122.4429,NA,NA,"Indeed","CA","environmental planner"
"6088",NA,"Foster City","Notable Labs","Data Scientist",37.5553,-122.2659,NA,NA,"Indeed","CA","senior scientist"
"6089",NA,"San Francisco","MasterClass","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director of analytics and data science"
"6090",NA,"Belmont","permIT LLC","Data Engineer",37.5154,-122.2955,NA,NA,"Indeed","CA","data engineer"
"6091",NA,"San Francisco","BetterUp","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","full-stack engineer (remote)"
"6092",NA,"San Francisco Bay Area","Gencyte Therapeutics, Inc.","Data Scientist",NA,NA,NA,NA,"Indeed","CA","scientist / associate scientist-molecular engineering"
"6093",NA,"Novato","BioMarin","Research Analyst/Scientist",38.092,-122.5576,NA,NA,"Indeed","CA","research assistant"
"6094",NA,"","","Other",NA,NA,NA,NA,"Indeed","",""
"6095",NA,"Redwood City","Integrated DNA Technologies, Inc","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","bioinformatics staff scientist"
"6096",NA,"San Francisco","Dropbox","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","machine learning engineer"
"6097",NA,"San Francisco","Adobe","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","senior applied scientist, machine learning"
"6098",NA,"San Francisco","BetterUp","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","associate software engineer (remote)"
"6099",NA,"San Francisco","Gap Inc. Corporate","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","senior data scientist, platform analytics"
"6100",NA,"San Francisco","Stitch Fix","Data Developer",37.7561,-122.4429,NA,NA,"Indeed","CA","data platform engineer - algorithm development platform"
"6101",NA,"San Francisco","Harnham","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","deep learning scientist"
"6102",NA,"Hayward","Proteus Digital Health","Data Scientist",37.6327,-122.0776,NA,NA,"Indeed","CA","pharmaceutical scientist"
"6103",NA,"San Francisco","thredUP Inc","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","machine learning engineer - supply growth"
"6104",NA,"San Francisco","Bayside Solutions","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","senior/principal scientist, preclinical development"
"6105",NA,"Oakland","Turnitin, LLC","Data Scientist",37.7903,-122.2165,NA,NA,"Indeed","CA","principal machine learning scientist"
"6106",NA,"South San Francisco","Genentech","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","senior scientist"
"6107",NA,"San Francisco","CircleUp","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","machine learning engineer"
"6108",NA,"San Francisco","Clarity Insights","Data Consultant",37.7561,-122.4429,NA,NA,"Indeed","CA","data scientist - senior consultant - san francisco, ca"
"6109",NA,"San Francisco","Westfield Corporation","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","senior director, data science"
"6110",NA,"San Francisco","Amazon.com","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","business development manager - machine learning"
"6111",NA,"San Francisco","Dropbox","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","full stack engineer - customer insights"
"6112",NA,"San Francisco","7Cups","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","global program manager - health systems"
"6113",NA,"Redwood City","Bristol-Myers Squibb","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","scientist, protein interactions (46)"
"6114",NA,"Oakland","Pandora Media, Inc.","Data Engineer",37.7903,-122.2165,NA,NA,"Indeed","CA","sr. data engineer"
"6115",NA,"San Francisco","JUUL Labs","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","junior reliability engineer"
"6116",NA,"San Francisco","DocuSign","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director, product data science"
"6117",NA,"San Francisco","Change.org","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director of data"
"6118",NA,"Novato","BioMarin Pharmaceutical Inc.","Other",38.092,-122.5576,NA,NA,"Indeed","CA","ehs&s specialist ii"
"6119",NA,"San Francisco","Autodesk","Data Analyst",37.7561,-122.4429,NA,NA,"Indeed","CA","digital marketing & strategy analyst"
"6120",NA,"Redwood City","Bristol-Myers Squibb","Data Analyst",37.5026,-122.2251,NA,NA,"Indeed","CA","analyst, antibody repertoire (39)"
"6121",NA,"San Francisco","Nektar","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","scientist, biologics formulation and drug product development"
"6122",NA,"San Francisco","Wild Type","Data Developer",37.7561,-122.4429,NA,NA,"Indeed","CA","cell culture media development"
"6123",NA,"San Francisco","Tubi TV","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","machine learning engineer"
"6124",NA,"Novato","Ultragenyx Pharmaceutical","Data Scientist",38.092,-122.5576,NA,NA,"Indeed","CA","global safety scientist"
"6125",NA,"South San Francisco","Torani","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","senior food scientist"
"6126",NA,"Redwood City","Guardant Health","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","bioinformatics scientist (ca)"
"6127",NA,"San Francisco","Square","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","data science lead, growth machine learning"
"6128",NA,"San Francisco","Cloudflare","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","machine learning engineer (support operations)"
"6129",NA,"San Francisco","Omada Health","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","senior behavior scientist"
"6130",NA,"South San Francisco","Genentech","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","associate scientist/scientist biochemical and cellular pharmacology"
"6131",NA,"Alameda","Exelixis Inc.","Data Scientist",37.767,-122.2673,NA,NA,"Indeed","CA","assistant research scientist ii (pk)"
"6132",NA,"South San Francisco","Thermo Fisher Scientific","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","senior staff scientist, product assurance - human identification"
"6133",NA,"South San Francisco","Merck","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","principal scientist, early adme"
"6134",NA,"San Francisco","Jobspring Partners","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","senior data scientist"
"6135",NA,"San Francisco","Payette Group","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","data scientist - machine learning"
"6136",NA,"Berkeley","University of California Berkeley","Data Technician",37.8723,-122.276,NA,NA,"Indeed","CA","lecturer - sutardja center for entrepreneurship & technology"
"6137",NA,"San Francisco","Kiva.org","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director of data science"
"6138",NA,"San Francisco","Kelvin","Other",37.7561,-122.4429,NA,NA,"Indeed","CA","customer success specialist"
"6139",NA,"Menlo Park","Transcriptic","Data Scientist",37.4689,-122.1662,NA,NA,"Indeed","CA","application scientist"
"6140",NA,"San Francisco","SF VA Medical Center","Research Analyst/Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","staff research assoc. i"
"6141",NA,"Novato","BioMarin","Other",38.092,-122.5576,NA,NA,"Indeed","CA","qc documentation specialist"
"6142",NA,"San Francisco","First Republic Bank","Data Analyst",37.7561,-122.4429,NA,NA,"Indeed","CA","quantitative developer/analyst"
"6143",NA,"San Francisco","Calithera Biosciences","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director, phamacology"
"6144",NA,"San Ramon","Infocorvus","Data Engineer",37.7625,-121.9366,NA,NA,"Indeed","CA","data engineer (full-time permanent)"
"6145",NA,"Redwood City","Amobee","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","scientist/machine learning engineer, applied science"
"6146",NA,"Novato","BioMarin","Other",38.092,-122.5576,NA,NA,"Indeed","CA","ehs&s associate, environmental"
"6147",NA,"San Francisco","Williams-Sonoma, Inc.","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","vp marketing, strategy, analytics & data science"
"6148",NA,"South San Francisco","Thermo Fisher Scientific","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","scientist ii - molecular biology"
"6149",NA,"San Francisco","Angle Technologies","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","machine learning engineer"
"6150",NA,"Hayward","Lonza","Data Scientist",37.6327,-122.0776,NA,NA,"Indeed","CA","process transfer scientist"
"6151",NA,"Lafayette","Gifford Fong Associates (GFA)","Data Analyst",37.8919,-122.1188,NA,NA,"Indeed","CA","research analyst"
"6152",NA,"Redwood City","Bristol-Myers Squibb","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","scientist, high impact data- protein analytics (52)"
"6153",NA,"San Francisco","JUUL Labs","Data Developer",37.7561,-122.4429,NA,NA,"Indeed","CA","spss programmer"
"6154",NA,"Menlo Park","Transcriptic","Data Scientist",37.4689,-122.1662,NA,NA,"Indeed","CA","assay development scientist"
"6155",NA,"San Francisco","JUUL Labs","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","clinical data manager"
"6156",NA,"San Francisco","Autodesk","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","content development manager"
"6157",NA,"San Mateo","Apixio","Data Manager",37.5522,-122.3122,NA,NA,"Indeed","CA","manager of data integrations"
"6158",NA,"San Francisco Bay Area","Lawrence Berkeley National Laboratory","Data Engineer",NA,NA,NA,NA,"Indeed","CA","computer systems/data engineer"
"6159",NA,"San Rafael","BioMarin","Data Scientist",37.9905,-122.5222,NA,NA,"Indeed","CA","senior scientist i or ii, nonclinical pharmacology & toxicology"
"6160",NA,"San Francisco","Google","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","software engineer, imaging"
"6161",NA,"San Francisco","Esurance","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director data sciences group"
"6162",NA,"San Francisco","Kelvin","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","data software engineer"
"6163",NA,"Oakland","Ask Media Group","Data Engineer",37.7903,-122.2165,NA,NA,"Indeed","CA","machine learning engineer"
"6164",NA,"San Francisco","Stitch Fix","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","analytics engineer"
"6165",NA,"San Francisco","CytomX Therapeutics, Inc.","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","sr. scientist, toxicology"
"6166",NA,"San Francisco","Autodesk","Data Analyst",37.7561,-122.4429,NA,NA,"Indeed","CA","inside sales automation business analyst"
"6167",NA,"South San Francisco","Merck","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","associate principal scientist, early adme"
"6168",NA,"Novato","BioMarin","Other",38.092,-122.5576,NA,NA,"Indeed","CA","associate, ehs&s"
"6169",NA,"","","Other",NA,NA,NA,NA,"Indeed","",""
"6170",NA,"South San Francisco","Denali","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","(sr.) scientist, large molecule pk"
"6171",NA,"San Francisco","Trulia","Data Analyst",37.7561,-122.4429,NA,NA,"Indeed","CA","sr. quantitative analyst"
"6172",NA,"Novato","BioMarin","Data Analyst",38.092,-122.5576,NA,NA,"Indeed","CA","qc analyst"
"6173",NA,"Redwood City","Impossible Foods","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","product development associate scientist - commercialization"
"6174",NA,"San Francisco","Nektar","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","sr. scientist, protein therapeutics"
"6175",NA,"San Francisco","CytomX Therapeutics, Inc.","Research Analyst/Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","research associate 2/sr research associate, upstream process development"
"6176",NA,"San Francisco","Clarifai","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","senior research scientist, deep learning"
"6177",NA,"South San Francisco","Intrexon Corporation.","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","scientist, strain engineering"
"6178",NA,"San Francisco","Promega Corporation","Other",37.7561,-122.4429,NA,NA,"Indeed","CA","client support specialist sf east"
"6179",NA,"Redwood City","Guardant Health","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","scientist, ivd technology development"
"6180",NA,"Foster City","Gilead Sciences","Data Scientist",37.5553,-122.2659,NA,NA,"Indeed","CA","research scientist i, bioinformatics"
"6181",NA,"San Francisco","Amazon.com","Data Developer",37.7561,-122.4429,NA,NA,"Indeed","CA","software development engineer"
"6182",NA,"San Francisco","Amazon.com","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","backend software engineer - recommendations"
"6183",NA,"San Francisco","Enovity","Data Analyst",37.7561,-122.4429,NA,NA,"Indeed","CA","analyst smart buildings san francisco"
"6184",NA,"San Francisco","Chegg","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","senior computational linguist / senior data scientist"
"6185",NA,"South San Francisco","Thermo Fisher Scientific","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","qc scientist (early career) - south san francisco, ca"
"6186",NA,"San Francisco","Under Armour","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","data science manager"
"6187",NA,"Berkeley","University of California Berkeley","Statistician",37.8723,-122.276,NA,NA,"Indeed","CA","lecturer - statistics"
"6188",NA,"Foster City","Gilead Sciences","Data Scientist",37.5553,-122.2659,NA,NA,"Indeed","CA","research scientist i, hiv immunology"
"6189",NA,"San Francisco","Charles River Laboratories","Research Analyst/Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","research associate"
"6190",NA,"San Rafael","BioMarin","Other",37.9905,-122.5222,NA,NA,"Indeed","CA","coordinator"
"6191",NA,"San Francisco","Castle Global","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","machine learning engineer"
"6192",NA,"San Carlos","APEXIGEN, INC.","Data Director",37.4982,-122.268,NA,NA,"Indeed","CA","scientist/sr. scientist/director translational biomarkers (ref #rb03)"
"6193",NA,"San Francisco","Pacific Gas And Electric Company","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","principal data scientist, strategic data science team, strategy & analytics division"
"6194",NA,"San Francisco","Hearsay Systems","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","manager, data engineering"
"6195",NA,"Menlo Park","Exponent","Data Scientist",37.4689,-122.1662,NA,NA,"Indeed","CA","software and analytics scientist"
"6196",NA,"South San Francisco","Tricida, Inc.","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","senior scientist, quality control"
"6197",NA,"San Carlos","Natera","Other",37.4982,-122.268,NA,NA,"Indeed","CA","ar specialist"
"6198",NA,"Alameda","Google","Data Engineer",37.767,-122.2673,NA,NA,"Indeed","CA","mechanical engineer, x"
"6199",NA,"South San Francisco","Genentech","Other",37.6537,-122.4197,NA,NA,"Indeed","CA","phc global study associate"
"6200",NA,"South San Francisco","VitroLabs Inc","Data Director",37.6537,-122.4197,NA,NA,"Indeed","CA","director of r&d"
"6201",NA,"San Francisco","Uber","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","data science manager - search and places"
"6202",NA,"San Francisco","Google","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","sales engineer, machine learning, google cloud"
"6203",NA,"San Francisco","DigitasLBi","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","associate director, data and analysis"
"6204",NA,"San Francisco","Planet","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","machine learning engineer"
"6205",NA,"San Francisco","Kelvin","Other",37.7561,-122.4429,NA,NA,"Indeed","CA","accountant/bookkeeper"
"6206",NA,"San Leandro","Terramino Foods","Data Scientist",37.7071,-122.1601,NA,NA,"Indeed","CA","lead fermentation scientist"
"6207",NA,"Hayward","Lonza Biologics","Data Scientist",37.6327,-122.0776,NA,NA,"Indeed","CA","senior scientist"
"6208",NA,"San Francisco","RTI International","Research Analyst/Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","postdoctoral fellow researcher - wghi program"
"6209",NA,"Burlingame","Color Genomics","Research Analyst/Scientist",37.586,-122.367,NA,NA,"Indeed","CA","human genetics researcher"
"6210",NA,"South San Francisco","Genentech","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","associate scientist-dmpk bioanalytical/mass spectrometry"
"6211",NA,"San Francisco","Clover Health","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","data platform engineer, analytics"
"6212",NA,"San Francisco","Accenture","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","supply chain data science manager"
"6213",NA,"Emeryville","Bolt Threads","Data Scientist",37.8382,-122.2932,NA,NA,"Indeed","CA","bioprocess chemist/scientist"
"6214",NA,"San Francisco","Cisco","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director, data & analytics"
"6215",NA,"Redwood City","Poshmark","Data Director",37.5026,-122.2251,NA,NA,"Indeed","CA","director analytics/data science"
"6216",NA,"South San Francisco","Denali","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","scientist, discovery mass spectrometry"
"6217",NA,"San Francisco","Clarivate Analytics","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","manager, data science"
"6218",NA,"South San Francisco","Thermo Fisher Scientific","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","staff bioinformatics scientist"
"6219",NA,"Menlo Park","JLL","Data Analyst",37.4689,-122.1662,NA,NA,"Indeed","CA","research analyst"
"6220",NA,"San Francisco","Twitch","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director of data science"
"6221",NA,"San Leandro","Terramino Foods","Research Analyst/Scientist",37.7071,-122.1601,NA,NA,"Indeed","CA","research assistant"
"6222",NA,"San Francisco","JBCConnect","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","marketing data scientist"
"6223",NA,"San Francisco","Amazon.com","Research Analyst/Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","head of machine learning research - nlp, speech, p13n"
"6224",NA,"Redwood City","Atreca","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","scientist i/ii, histology"
"6225",NA,"San Carlos","Natera","Data Analyst",37.4982,-122.268,NA,NA,"Indeed","CA","inventory analyst"
"6226",NA,"San Francisco Bay Area","Lawrence Berkeley National Laboratory","Data Assistant",NA,NA,NA,NA,"Indeed","CA","administrative assistant"
"6227",NA,"San Francisco","Sojern","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director of data science"
"6228",NA,"San Francisco","Heap","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","support engineer"
"6229",NA,"Alameda","AgeX Therapeutics, Inc.","Data Scientist",37.767,-122.2673,NA,NA,"Indeed","CA","stem cell scientist i"
"6230",NA,"Redwood City","Guardant Health","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","sr. genomic scientist, bioinformatics, bio-pharma collaborations"
"6231",NA,"Emeryville","Zymergen","Data Scientist",37.8382,-122.2932,NA,NA,"Indeed","CA","scientist, analytical chemistry"
"6232",NA,"San Francisco Bay Area","Lawrence Berkeley National Laboratory","Data Scientist",NA,NA,NA,NA,"Indeed","CA","computational biologist research scientist"
"6233",NA,"Redwood City","Bristol-Myers Squibb","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","scientist, display (38)"
"6234",NA,"San Mateo","Fanatics Inc.","Data Engineer",37.5522,-122.3122,NA,NA,"Indeed","CA","data engineer"
"6235",NA,"San Francisco","Environmental Defense Fund","Data Developer",37.7561,-122.4429,NA,NA,"Indeed","CA","development associate, institutional giving"
"6236",NA,"Alameda","Abbott Laboratories","Data Engineer",37.767,-122.2673,NA,NA,"Indeed","CA","data engineer"
"6237",NA,"San Francisco","Neer Info Solutions","Data Consultant",37.7561,-122.4429,NA,NA,"Indeed","CA","sr. data scientist consultant"
"6238",NA,"San Francisco","PicnicHealth","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","machine learning engineer"
"6239",NA,"San Francisco","VIR","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","modeling and simulation engineer/scientist"
"6240",NA,"San Francisco","BrightBytes","Other",37.7561,-122.4429,NA,NA,"Indeed","CA","client success partner (midwest)"
"6241",NA,"Foster City","Gilead Sciences","Data Scientist",37.5553,-122.2659,NA,NA,"Indeed","CA","research scientist ii, drug metabolism"
"6242",NA,"San Francisco","Twitch","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","sr. data engineer"
"6243",NA,"Hayward","Lonza","Data Scientist",37.6327,-122.0776,NA,NA,"Indeed","CA","senior scientist"
"6244",NA,"San Francisco","BrightBytes","Other",37.7561,-122.4429,NA,NA,"Indeed","CA","hr generalist (san francisco)"
"6245",NA,"San Francisco","Accenture","Data Consultant",37.7561,-122.4429,NA,NA,"Indeed","CA","supply chain data science consultant"
"6246",NA,"San Francisco","Vidora","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","backend engineer"
"6247",NA,"San Francisco","OpenAI","Research Analyst/Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","machine learning researcher san franciscomember of technical stafffull-time"
"6248",NA,"San Francisco","iRhythm","Data Director",37.7561,-122.4429,NA,NA,"Indeed","CA","director, data science"
"6249",NA,"Redwood City","Integrated DNA Technologies, Inc","Data Scientist",37.5026,-122.2251,NA,NA,"Indeed","CA","staff scientist"
"6250",NA,"Oakland","LQ Digital","Data Analyst",37.7903,-122.2165,NA,NA,"Indeed","CA","sr data analyst"
"6251",NA,"South San Francisco","insitro.com","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","scientist / research associate (biology)"
"6252",NA,"San Francisco","Harnham","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","senior data scientist"
"6253",NA,"Oakland","Kaiser Permanente","Data Analyst",37.7903,-122.2165,NA,NA,"Indeed","CA","pharmacy research analyst"
"6254",NA,"San Francisco","Jobspring Partners","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","senior nlp data scientist (python, nltk, aws, scikitlearn)"
"6255",NA,"San Francisco","Adobe","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","consulting manager - adobe data platform"
"6256",NA,"San Bruno","Google","Data Scientist",37.6254,-122.4313,NA,NA,"Indeed","CA","product analytics lead, data science"
"6257",NA,"San Carlos","Iovance Biotherapeutics","Data Scientist",37.4982,-122.268,NA,NA,"Indeed","CA","clinical scientist"
"6258",NA,"San Francisco","Clusterone","Data Engineer",37.7561,-122.4429,NA,NA,"Indeed","CA","customer success engineer"
"6259",NA,"San Carlos","Upstart","Data Engineer",37.4982,-122.268,NA,NA,"Indeed","CA","data engineer"
"6260",NA,"San Francisco","NGM Biopharmaceuticals","Data Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","scientist- upstream process development"
"6261",NA,"San Francisco","MyoKardia, Inc.","Data Analyst",37.7561,-122.4429,NA,NA,"Indeed","CA","research informatics analyst/specialist"
"6262",NA,"San Francisco","JUUL Labs","Data Analyst",37.7561,-122.4429,NA,NA,"Indeed","CA","compensation analyst"
"6263",NA,"South San Francisco","Intrexon Corporation.","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","bioinformatics scientist"
"6264",NA,"San Francisco","Vidora","Data Manager",37.7561,-122.4429,NA,NA,"Indeed","CA","customer success manager"
"6265",NA,"Burlingame","PLAYSTUDIOS Inc","Data Engineer",37.586,-122.367,NA,NA,"Indeed","CA","business intelligence data engineer"
"6266",NA,"San Francisco","iRhythm","Research Analyst/Scientist",37.7561,-122.4429,NA,NA,"Indeed","CA","research engineer"
"6267",NA,"Alameda","SEIU United Service Workers West","Data Analyst",37.767,-122.2673,NA,NA,"Indeed","CA","research analyst"
"6268",NA,"South San Francisco","Genentech","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","scientist, immunoassay development, protein therapeutics"
"6269",NA,"Oakland","CoreLogic","Data Scientist",37.7903,-122.2165,NA,NA,"Indeed","CA","principal, scientist"
"6270",NA,"South San Francisco","Genentech","Data Scientist",37.6537,-122.4197,NA,NA,"Indeed","CA","phc senior scientist, omics"
